tpgGen,envGen,frames,envName,tpgMin,tpgMax,tpgAvg,envFit,championSize,totalTeams,totalRootTeams
997,14,1000,Atlantis-v0,1500.0,8500.0,1553.25842697,0.011848047084,291,750,441
998,14,1000,Alien-v0,0.0,140.0,96.485260771,0.952442655067,6,750,441
999,14,1000,FishingDerby-v0,-46.0,-40.0,-45.8684807256,0.026427031718,16,750,451
1000,14,1000,Atlantis-v0,1500.0,8500.0,1531.70731707,0.00639707176293,291,751,451
1001,14,1000,BattleZone-v0,0.0,8000.0,5290.46563193,0.638211382114,6,750,457
1002,14,1000,FishingDerby-v0,-46.0,-32.0,-45.8446389497,0.0198871671207,239,750,454
1003,14,1000,DoubleDunk-v0,-20.0,0.0,-0.132158590308,0.888497307881,3,750,452
1004,14,1000,ChopperCommand-v0,0.0,1100.0,605.530973451,0.873530152693,11,750,445
1005,14,1000,Boxing-v0,-71.0,3.0,-9.79550561798,0.964964721782,149,751,447
1006,14,1000,Alien-v0,0.0,140.0,94.6979865772,0.932475003424,266,750,449
1007,14,1000,TimePilot-v0,0.0,400.0,385.300668151,0.886909180896,6,750,440
1008,14,1000,PrivateEye-v0,-1000.0,4000.0,-234.131818182,0.361320355556,7,751,446
1009,14,1000,PrivateEye-v0,-1000.0,4000.0,-208.573991031,0.369729144155,8,751,443
1010,14,1000,Boxing-v0,-59.0,3.0,-10.0428893905,0.975739310929,149,750,446
1011,14,1000,Atlantis-v0,1500.0,8500.0,1525.56053812,0.00417640299767,291,751,462
1012,14,1000,BattleZone-v0,0.0,8000.0,5495.67099567,0.653018278018,6,751,445
1013,14,1000,FishingDerby-v0,-46.0,-38.0,-45.8674157303,0.0275280898876,105,751,447
1014,14,1000,Alien-v0,0.0,140.0,91.096196868,0.90264651722,6,750,452
1015,14,1000,ChopperCommand-v0,0.0,1100.0,616.814159292,0.882842910196,11,750,453
1016,14,1000,TimePilot-v0,0.0,400.0,378.80794702,0.879568310032,3,750,442
1017,14,1000,DoubleDunk-v0,-6.0,0.0,-0.0588235294118,0.889112340093,3,751,459
1018,14,1000,ChopperCommand-v0,0.0,1200.0,613.071895425,0.851717367331,6,751,456
1019,14,1000,DoubleDunk-v0,-10.0,0.0,-0.0745614035088,0.888810916179,3,751,461
1020,14,1000,TimePilot-v0,0.0,800.0,390.021691974,0.869968667149,6,751,466
1021,14,1000,Atlantis-v0,1500.0,8500.0,1572.53218884,0.0170443685343,291,750,446
